timestamp,datetime,favorites,id,is_retweet,retweets,text
1706059377592,2024-01-24 01:22:57,16484,111808307369912148,False,2781,DELUSIONAL!!!
1706059424830,2024-01-24 01:23:44,17422,111808310465664382,False,3011,SHE CAME IN THIRD LAST WEEK!
1706059535992,2024-01-24 01:25:35,20017,111808317750731942,False,3961,"SHE JUST LOST NEVADA, WHICH IS UP NEXT!"
1706060083589,2024-01-24 01:34:43,13758,111808353638100704,False,2908,
1706060110646,2024-01-24 01:35:10,13300,111808355411359222,False,3260,
1706065458681,2024-01-24 03:04:18,18517,111808705899489742,False,3609,WE JUST WON NEVADA!
1706065541016,2024-01-24 03:05:41,17499,111808711296062555,False,3733,"NIKKI CAME IN LAST, NOT SECOND!"
1706066836487,2024-01-24 03:27:16,16319,111808796196085258,False,3903,"THANK YOU, NEW HAMPSHIRE!"
1706069600033,2024-01-24 04:13:20,12851,111808977307447582,False,3052,"A very bad night for Nikki “Birdbrain” Haley, but not as bad as last week, in Iowa, where she came in a DISTANT THIRD. Next week, in the Nevada Caucus, she didn’t want to play because of her bad Polling. She gets ZERO DELEGATES, I get them all. In South Carolina, I am leading by 30 to 50 points!"
1706070078585,2024-01-24 04:21:18,0,111809008670132558,True,0,"RT <span class=""h-card""><a href=""https://truthsocial.com/@marklevinshow"" class=""u-url mention"">@<span>marklevinshow</span></a></span>Nikki Haley’s speech was classless and dishonest. She deserved Donald Trump’s rebuke. She keeps claiming victory when she loses. She gave her statement early to spin her media advocates. She stands for nothing but her own self-aggrandizement. There’s no reason for any Republicans to rally around her. And she’s the media, Democrats, and establishment’s favorite Republican for a reason."
1706070163541,2024-01-24 04:22:43,7890,111809014237936004,False,1980,"“Nikki Haley Announces She Has Won New Hampshire By Negative 12 Points” <a href=""https://links.truthsocial.com/link/111809014238564051"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">babylonbee.com/news/nikki-hale</span><span class=""invisible"">y-announces-she-has-won-new-hampshire-by-negative-12-points</span></a>"
1706071127122,2024-01-24 04:38:47,13069,111809077386791154,False,3403,"I don’t need any advice from RINO Kayleigh McEnany on Fox. Just had a GIANT VICTORY over a badly failing candidate, “Birdbrain,” and she’s telling me what I can do better. Save your advice for Nikki!"
1706071417186,2024-01-24 04:43:37,6395,111809096396766784,False,1726,
1706071535353,2024-01-24 04:45:35,10772,111809104140996599,False,2533,"CNN &amp; MSDNC TREATED MY BIG,  DOUBLE DIGIT VICTORY OVER BIRDBRAIN, BETTER THAN FOX!"
1706071658057,2024-01-24 04:47:38,8870,111809112182504328,False,2239,
1706072154940,2024-01-24 04:55:54,8890,111809144745947926,False,3079,
1706073663579,2024-01-24 05:21:03,11237,111809243616008671,False,2304,"On track to break the all time record for raw votes in New Hampshire Primary History, for either Party, previously held by Bernie Sanders, in the 2016 Primary. Make America Great Again!"
1706073821483,2024-01-24 05:23:41,9098,111809253964773359,False,2238,
1706075450479,2024-01-24 05:50:50,11231,111809360722271439,False,2576,"Could somebody please explain to Nikki Haley that she lost - and lost really badly. She also lost Iowa, BIG, last week. They were, as certain Non-Fake Media says, “CRUSHING DEFEATS.”"
1706075508665,2024-01-24 05:51:48,6474,111809364535896124,False,1467,"<a href=""https://links.truthsocial.com/link/111809346225425618"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">justthenews.com/politics-polic</span><span class=""invisible"">y/elections/analysis-trumps-start-2024-election-historic-haleys-new-hampshire-finish</span></a>"
1706075722005,2024-01-24 05:55:22,15723,111809378517354541,False,3397,Steve Hilton: “This was a stunning victory for him…”
1706075980720,2024-01-24 05:59:40,18372,111809395472495263,False,4092,STEVE HILTON: “IT WAS CLASSIC TRUMP…ATTACKING TRUMP WAS A MASSIVE MISTAKE…”
1706076173309,2024-01-24 06:02:53,23532,111809408093694256,False,5623,“IT IS OVER—DONALD TRUMP IS GOING TO BE THE NOMINEE…”
1706077439909,2024-01-24 06:23:59,17757,111809491101543964,False,4182,"SUCH AN HONOR: I JUST BROKE THE ALL-TIME RECORD FOR VOTES CAST - BOTH SIDES, DEMOCRAT AND REPUBLICAN - IN THE HISTORY OF THE NEW HAMPSHIRE PRIMARY!"
1706079004295,2024-01-24 06:50:04,9511,111809593625155640,False,2308,
1706080645679,2024-01-24 07:17:25,7980,111809701194995838,False,1520,"<a href=""https://links.truthsocial.com/link/111808256503288028"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">apnews.com/article/trump-new-h</span><span class=""invisible"">ampshire-primary-two-candidate-race-72a59c4133879eaeec63d6ed30e91e01</span></a>"
1706080717359,2024-01-24 07:18:37,8257,111809705892949593,False,1489,"<a href=""https://links.truthsocial.com/link/111809705894507141"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">cnn.com/2024/01/23/politics/tr</span><span class=""invisible"">ump-new-hampshire-primary/index.html</span></a>"
1706080734593,2024-01-24 07:18:54,7342,111809707022358657,False,1471,"<a href=""https://links.truthsocial.com/link/111809707023099872"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">reuters.com/world/us/trump-see</span><span class=""invisible"">ks-big-victory-haley-tries-stop-him-new-hampshire-votes-2024-01-23/</span></a>"
1706080751255,2024-01-24 07:19:11,10068,111809708114352698,False,1999,"<a href=""https://links.truthsocial.com/link/111808673619929602"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">rsbnetwork.com/news/trump-flam</span><span class=""invisible"">es-haley-and-sununu-in-victory-speech-she-failed-badly/</span></a>"
1706080764310,2024-01-24 07:19:24,10419,111809708969912841,False,1818,"<a href=""https://links.truthsocial.com/link/111808279869161819"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">newsmax.com/us/donald-trump-ne</span><span class=""invisible"">w-hampshire-gop/2024/01/23/id/1150723/</span></a>"
1706080775909,2024-01-24 07:19:35,11468,111809709730046290,False,2204,"<a href=""https://links.truthsocial.com/link/111808343637045083"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">foxnews.com/politics/trump-hon</span><span class=""invisible"">ored-new-hampshire-win-says-republican-party-is-very-united</span></a>"
1706080788938,2024-01-24 07:19:48,12696,111809710583966623,False,2633,"<a href=""https://links.truthsocial.com/link/111809710584608106"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">dailymail.co.uk/news/article-1</span><span class=""invisible"">2999097/donald-trump-new-hampshire-primary-win-2024-nikki-haley-imposter.html</span></a>"
1706080799874,2024-01-24 07:19:59,14126,111809711300661821,False,3040,"<a href=""https://links.truthsocial.com/link/111808232265400351"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://</span><span class=""ellipsis"">thenationalpulse.com/2024/01/2</span><span class=""invisible"">3/his-truth-is-marching-on-trump-emerges-victorious-in-new-hampshire/</span></a>"
1706080820244,2024-01-24 07:20:20,0,111809712635438326,True,0,"RT <span class=""h-card""><a href=""https://truthsocial.com/@realDonaldTrump"" class=""u-url mention"">@<span>realDonaldTrump</span></a></span>Steve Hilton: “This was a stunning victory for him…”"
1706080822721,2024-01-24 07:20:22,0,111809712797756753,True,0,"RT <span class=""h-card""><a href=""https://truthsocial.com/@realDonaldTrump"" class=""u-url mention"">@<span>realDonaldTrump</span></a></span>STEVE HILTON: “IT WAS CLASSIC TRUMP…ATTACKING TRUMP WAS A MASSIVE MISTAKE…”"
1706080825248,2024-01-24 07:20:25,0,111809712963420520,True,0,"RT <span class=""h-card""><a href=""https://truthsocial.com/@realDonaldTrump"" class=""u-url mention"">@<span>realDonaldTrump</span></a></span>“IT IS OVER—DONALD TRUMP IS GOING TO BE THE NOMINEE…”"
1706117761577,2024-01-24 17:36:01,13711,111812133622745172,False,3356,Nikki “Birdbrain” Haley can NEVER win in the General Election because she will NEVER get MAGA!
1706122163742,2024-01-24 18:49:23,7275,111812422122688561,False,1771,"<a href=""https://links.truthsocial.com/link/111812422124113353"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">newsweek.com/trump-truth-socia</span><span class=""invisible"">l-spac-boost-desantis-drops-out-dwac-surge-endorsement-republican-race-1862986</span></a>"
1706122174281,2024-01-24 18:49:34,9178,111812422813709903,False,2386,"<a href=""https://links.truthsocial.com/link/111812422814368343"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">newsweek.com/blacks-hispanics-</span><span class=""invisible"">are-turning-trumpthanks-bidens-open-border-opinion-1863245</span></a>"
1706122186948,2024-01-24 18:49:46,8113,111812423643858729,False,2061,"<a href=""https://links.truthsocial.com/link/111748196976775189"" rel=""nofollow noopener noreferrer"" target=""_blank""><span class=""invisible"">https://www.</span><span class=""ellipsis"">americanthinker.com/articles/2</span><span class=""invisible"">024/01/poll_analysis_a_surge_in_black_voter_support_for_trump.html</span></a>"
